teamAbbr,teamPTS,opptAbbr,opptPTS,teamRslt,teamLoc,teamPTS1,teamPTS2,teamPTS3,teamPTS4,teamPTS5,teamPTS6,teamPTS7,teamPTS8,opptPTS1,opptPTS2,opptPTS3,opptPTS4,opptPTS5,opptPTS6,opptPTS7,opptPTS8
HOU,148,LAL,142,Win,Home,44,21,25,32,11,15,0,0,37,35,29,21,11,9,0,0
LAC,106,CHA,98,Win,Home,29,13,33,31,0,0,0,0,22,30,14,32,0,0,0,0
OKC,113,DAL,116,Loss,Home,32,31,22,28,0,0,0,0,35,22,27,32,0,0,0,0
SAC,96,MEM,114,Loss,Home,22,24,17,33,0,0,0,0,36,28,26,24,0,0,0,0
PHO,110,PHI,123,Loss,Home,32,17,40,21,0,0,0,0,38,25,29,31,0,0,0,0
BKN,98,ORL,95,Win,Home,22,25,24,27,0,0,0,0,27,21,22,25,0,0,0,0
TOR,131,MIL,127,Win,Home,35,25,28,26,17,0,0,0,30,26,28,30,13,0,0,0
CHI,120,POR,124,Loss,Home,23,30,34,25,8,0,0,0,31,21,31,29,12,0,0,0
MIN,114,LAL,96,Win,Home,30,30,31,23,0,0,0,0,18,30,28,20,0,0,0,0
CLE,127,POR,110,Win,Home,28,25,38,36,0,0,0,0,28,28,31,23,0,0,0,0
NY,91,SA,100,Loss,Home,29,20,18,24,0,0,0,0,25,27,29,19,0,0,0,0
PHO,104,ATL,103,Win,Home,19,30,24,31,0,0,0,0,27,21,32,23,0,0,0,0
SAC,111,CHA,131,Loss,Home,25,27,29,30,0,0,0,0,32,40,28,31,0,0,0,0
LAC,113,MEM,105,Win,Home,34,33,19,27,0,0,0,0,31,31,22,21,0,0,0,0
ORL,98,HOU,116,Loss,Home,12,29,25,32,0,0,0,0,25,30,34,27,0,0,0,0
PHI,112,SA,106,Win,Home,27,33,28,24,0,0,0,0,22,27,35,22,0,0,0,0
WAS,121,NY,103,Win,Home,33,31,26,31,0,0,0,0,32,31,14,26,0,0,0,0
BKN,98,MIN,97,Win,Home,24,24,23,27,0,0,0,0,22,21,30,24,0,0,0,0
MIA,111,DET,104,Win,Home,24,32,25,30,0,0,0,0,29,23,29,23,0,0,0,0
BOS,102,CLE,88,Win,Home,32,23,26,21,0,0,0,0,21,26,21,20,0,0,0,0
CHI,115,TOR,124,Loss,Home,31,28,31,25,0,0,0,0,21,35,34,34,0,0,0,0
MIL,122,IND,101,Win,Home,34,28,31,29,0,0,0,0,26,26,24,25,0,0,0,0
DAL,122,GS,125,Loss,Home,26,35,28,33,0,0,0,0,35,32,24,34,0,0,0,0
DEN,134,PHO,111,Win,Home,34,27,37,36,0,0,0,0,26,41,18,26,0,0,0,0
UTA,98,NO,108,Loss,Home,28,27,17,26,0,0,0,0,27,31,23,27,0,0,0,0
LAL,96,OKC,133,Loss,Home,26,18,26,26,0,0,0,0,26,37,33,37,0,0,0,0
HOU,114,GS,124,Loss,Home,37,26,27,24,0,0,0,0,33,29,31,31,0,0,0,0
LAC,117,OKC,127,Loss,Home,33,31,33,20,0,0,0,0,30,34,30,33,0,0,0,0
MIA,107,NY,103,Win,Home,26,25,24,22,10,0,0,0,25,20,26,26,6,0,0,0
PHI,114,DET,78,Win,Home,32,30,35,17,0,0,0,0,15,17,29,17,0,0,0,0
BOS,91,MIN,84,Win,Home,19,22,25,25,0,0,0,0,19,19,24,22,0,0,0,0
MIL,110,TOR,129,Loss,Home,24,35,19,32,0,0,0,0,33,28,43,25,0,0,0,0
DAL,124,CHI,127,Loss,Home,28,25,35,36,0,0,0,0,34,23,23,47,0,0,0,0
SA,103,PHO,89,Win,Home,26,23,31,23,0,0,0,0,26,16,30,17,0,0,0,0
DEN,99,UTA,91,Win,Home,23,23,38,15,0,0,0,0,26,23,16,26,0,0,0,0
MEM,100,WAS,102,Loss,Home,24,26,22,28,0,0,0,0,33,25,29,15,0,0,0,0
POR,110,ATL,89,Win,Home,30,22,30,28,0,0,0,0,22,24,22,21,0,0,0,0
LAL,94,CHA,108,Loss,Home,24,24,28,18,0,0,0,0,28,35,30,15,0,0,0,0
LAC,105,GS,121,Loss,Home,28,27,21,29,0,0,0,0,31,33,39,18,0,0,0,0
BKN,85,BOS,87,Loss,Home,22,19,20,24,0,0,0,0,16,23,25,23,0,0,0,0
DET,108,HOU,101,Win,Home,31,26,31,20,0,0,0,0,37,21,19,24,0,0,0,0
IND,125,CHI,86,Win,Home,31,33,37,24,0,0,0,0,26,11,30,19,0,0,0,0
ORL,127,CLE,131,Loss,Home,30,34,23,40,0,0,0,0,31,36,40,24,0,0,0,0
WAS,103,MIL,110,Loss,Home,32,21,32,18,0,0,0,0,24,29,29,28,0,0,0,0
MIN,116,NO,98,Win,Home,36,33,29,18,0,0,0,0,24,24,23,27,0,0,0,0
SAC,106,DEN,98,Win,Home,29,17,33,27,0,0,0,0,27,14,30,27,0,0,0,0
MIA,103,UTA,102,Win,Home,27,22,25,29,0,0,0,0,22,25,28,27,0,0,0,0
DAL,96,NY,100,Loss,Home,25,27,19,25,0,0,0,0,33,23,19,25,0,0,0,0
PHO,114,OKC,100,Win,Home,28,34,28,24,0,0,0,0,23,30,29,18,0,0,0,0
POR,111,SA,110,Win,Home,27,21,32,31,0,0,0,0,27,26,27,30,0,0,0,0
LAL,132,ATL,113,Win,Home,29,37,30,36,0,0,0,0,27,21,32,33,0,0,0,0
IND,109,MIL,96,Win,Home,37,27,24,21,0,0,0,0,16,22,27,31,0,0,0,0
BKN,113,TOR,114,Loss,Home,19,25,27,36,6,0,0,0,26,19,33,29,7,0,0,0
CHI,107,HOU,116,Loss,Home,22,33,21,31,0,0,0,0,35,25,27,29,0,0,0,0
MIN,127,CLE,99,Win,Home,32,37,33,25,0,0,0,0,18,24,25,32,0,0,0,0
NO,112,DET,109,Win,Home,37,22,27,26,0,0,0,0,34,22,28,25,0,0,0,0
SAC,100,SA,107,Loss,Home,25,31,20,24,0,0,0,0,21,25,27,34,0,0,0,0
GS,124,DEN,114,Win,Home,37,27,29,31,0,0,0,0,28,29,24,33,0,0,0,0
LAC,108,ATL,107,Win,Home,32,26,22,28,0,0,0,0,25,22,30,30,0,0,0,0
TOR,89,MIA,90,Loss,Home,21,20,23,25,0,0,0,0,22,29,21,18,0,0,0,0
OKC,106,POR,117,Loss,Home,26,24,26,30,0,0,0,0,24,30,34,29,0,0,0,0
DAL,114,ORL,99,Win,Home,25,18,39,32,0,0,0,0,19,29,27,24,0,0,0,0
LAL,99,SAC,86,Win,Home,31,22,31,15,0,0,0,0,27,25,22,12,0,0,0,0
CHA,111,DAL,115,Loss,Home,28,24,25,34,0,0,0,0,20,39,24,32,0,0,0,0
IND,106,MIA,114,Loss,Home,26,21,31,28,0,0,0,0,38,20,26,30,0,0,0,0
WAS,104,UTA,107,Loss,Home,32,18,27,27,0,0,0,0,25,21,37,24,0,0,0,0
BKN,80,DET,114,Loss,Home,26,15,20,19,0,0,0,0,34,29,27,24,0,0,0,0
NY,119,CHI,122,Loss,Home,25,27,30,23,7,7,0,0,26,22,30,27,7,10,0,0
HOU,121,POR,112,Win,Home,25,30,31,35,0,0,0,0,19,26,32,35,0,0,0,0
MEM,105,NO,102,Win,Home,29,31,17,28,0,0,0,0,38,23,9,32,0,0,0,0
MIL,110,ORL,103,Win,Home,30,23,36,21,0,0,0,0,29,17,23,34,0,0,0,0
MIN,104,OKC,88,Win,Home,23,24,29,28,0,0,0,0,23,24,18,23,0,0,0,0
DEN,97,ATL,110,Loss,Home,21,25,32,19,0,0,0,0,29,25,28,28,0,0,0,0
GS,106,LAC,125,Loss,Home,35,27,28,16,0,0,0,0,32,26,39,28,0,0,0,0
PHI,103,BOS,114,Loss,Home,28,29,22,24,0,0,0,0,23,25,37,29,0,0,0,0
TOR,133,CLE,99,Win,Home,30,35,35,33,0,0,0,0,24,16,32,27,0,0,0,0
SAC,115,LAC,121,Loss,Home,21,39,29,26,0,0,0,0,29,43,28,21,0,0,0,0
LAL,93,SA,81,Win,Home,20,29,19,25,0,0,0,0,15,23,24,19,0,0,0,0
CHA,99,UTA,88,Win,Home,25,27,22,25,0,0,0,0,25,21,26,16,0,0,0,0
IND,97,CLE,95,Win,Home,12,32,32,21,0,0,0,0,34,24,16,21,0,0,0,0
WAS,125,ORL,119,Win,Home,34,31,33,27,0,0,0,0,33,30,35,21,0,0,0,0
ATL,105,BKN,110,Loss,Home,25,25,24,31,0,0,0,0,25,28,21,36,0,0,0,0
MIL,94,GS,108,Loss,Home,27,22,33,12,0,0,0,0,36,27,17,28,0,0,0,0
MIN,118,NY,108,Win,Home,24,31,32,31,0,0,0,0,27,30,29,22,0,0,0,0
NO,119,POR,113,Win,Home,31,30,27,31,0,0,0,0,25,36,25,27,0,0,0,0
DEN,87,MEM,78,Win,Home,16,27,24,20,0,0,0,0,26,21,13,18,0,0,0,0
PHO,95,HOU,112,Loss,Home,23,21,24,27,0,0,0,0,27,30,33,22,0,0,0,0
DAL,101,LAL,107,Loss,Home,20,32,21,22,6,0,0,0,31,15,24,25,12,0,0,0
LAC,126,SAC,105,Win,Home,30,34,27,35,0,0,0,0,17,28,23,37,0,0,0,0
CHA,91,OKC,101,Loss,Home,28,31,17,15,0,0,0,0,31,24,18,28,0,0,0,0
WAS,119,BKN,113,Win,Home,33,26,24,24,12,0,0,0,18,21,35,33,6,0,0,0
TOR,125,GS,127,Loss,Home,35,19,35,36,0,0,0,0,43,38,27,19,0,0,0,0
CHI,107,DET,105,Win,Home,36,24,27,20,0,0,0,0,31,30,23,21,0,0,0,0
SA,112,DEN,80,Win,Home,32,24,26,30,0,0,0,0,16,28,25,11,0,0,0,0
MIA,97,MIL,79,Win,Home,21,20,30,26,0,0,0,0,23,20,16,20,0,0,0,0
NY,118,NO,123,Loss,Home,29,28,39,13,9,0,0,0,13,35,34,27,14,0,0,0
PHO,97,IND,120,Loss,Home,16,28,22,31,0,0,0,0,30,34,32,24,0,0,0,0
MIN,120,POR,103,Win,Home,31,26,34,29,0,0,0,0,33,10,31,29,0,0,0,0
PHI,117,TOR,111,Win,Home,32,27,34,24,0,0,0,0,23,26,26,36,0,0,0,0
WAS,95,MIL,104,Loss,Home,30,21,21,23,0,0,0,0,28,25,25,26,0,0,0,0
ATL,102,SA,99,Win,Home,21,23,28,30,0,0,0,0,23,25,25,26,0,0,0,0
BKN,104,NY,119,Loss,Home,24,18,39,23,0,0,0,0,26,26,31,36,0,0,0,0
OKC,95,SAC,88,Win,Home,20,26,31,18,0,0,0,0,24,28,16,20,0,0,0,0
CHI,119,MIA,111,Win,Home,32,23,29,35,0,0,0,0,25,23,24,39,0,0,0,0
MEM,123,LAL,114,Win,Home,34,26,37,26,0,0,0,0,27,23,27,37,0,0,0,0
CLE,108,GS,118,Loss,Home,37,27,27,17,0,0,0,0,35,22,36,25,0,0,0,0
UTA,94,IND,109,Loss,Home,21,26,18,29,0,0,0,0,31,27,27,24,0,0,0,0
LAC,113,HOU,102,Win,Home,30,29,33,21,0,0,0,0,31,25,28,18,0,0,0,0
DET,107,CHA,118,Loss,Home,27,29,24,27,0,0,0,0,27,23,34,34,0,0,0,0
ORL,108,MIN,102,Win,Home,25,22,26,35,0,0,0,0,25,23,27,27,0,0,0,0
BOS,113,NO,116,Loss,Home,25,23,32,24,9,0,0,0,32,26,29,17,12,0,0,0
DEN,105,DAL,102,Win,Home,30,31,25,19,0,0,0,0,27,21,21,33,0,0,0,0
POR,118,PHO,111,Win,Home,36,30,26,26,0,0,0,0,31,20,21,39,0,0,0,0
CHA,133,WAS,109,Win,Home,38,39,25,31,0,0,0,0,36,25,18,30,0,0,0,0
ATL,94,NO,93,Win,Home,25,20,26,23,0,0,0,0,32,28,10,23,0,0,0,0
BKN,95,SA,100,Loss,Home,26,20,18,31,0,0,0,0,31,20,25,24,0,0,0,0
TOR,96,DET,91,Win,Home,31,23,19,23,0,0,0,0,18,33,22,18,0,0,0,0
CHI,112,GS,119,Loss,Home,40,26,12,34,0,0,0,0,38,25,32,24,0,0,0,0
MEM,105,NY,99,Win,Home,32,29,27,17,0,0,0,0,31,22,20,26,0,0,0,0
MIL,101,MIA,106,Loss,Home,25,32,22,22,0,0,0,0,30,22,26,28,0,0,0,0
OKC,114,LAL,90,Win,Home,33,27,33,21,0,0,0,0,25,29,18,18,0,0,0,0
SAC,105,UTA,120,Loss,Home,21,21,31,32,0,0,0,0,23,29,36,32,0,0,0,0
LAC,109,DEN,104,Win,Home,29,21,30,29,0,0,0,0,27,32,22,23,0,0,0,0
BOS,80,PHI,89,Loss,Home,19,13,21,27,0,0,0,0,21,18,32,18,0,0,0,0
CLE,104,ORL,103,Win,Home,36,31,17,20,0,0,0,0,20,27,33,23,0,0,0,0
HOU,116,MIN,98,Win,Home,26,37,26,27,0,0,0,0,17,33,20,28,0,0,0,0
POR,100,IND,86,Win,Home,29,23,22,26,0,0,0,0,28,19,27,12,0,0,0,0
TOR,86,SA,83,Win,Home,17,27,19,23,0,0,0,0,18,19,23,23,0,0,0,0
BKN,101,MIA,95,Win,Home,21,22,24,34,0,0,0,0,24,29,16,26,0,0,0,0
DET,112,WAS,122,Loss,Home,29,17,28,38,0,0,0,0,19,27,45,31,0,0,0,0
MEM,106,SAC,88,Win,Home,30,10,27,39,0,0,0,0,17,23,19,29,0,0,0,0
DEN,100,PHO,108,Loss,Home,31,19,23,27,0,0,0,0,29,31,25,23,0,0,0,0
LAL,99,IND,86,Win,Home,18,29,27,25,0,0,0,0,25,14,27,20,0,0,0,0
UTA,115,NY,117,Loss,Home,25,30,23,37,0,0,0,0,22,27,36,32,0,0,0,0
CLE,124,OKC,148,Loss,Home,24,36,34,30,0,0,0,0,43,33,38,34,0,0,0,0
ATL,97,CHI,113,Loss,Home,21,17,25,34,0,0,0,0,29,26,22,36,0,0,0,0
CHA,105,MIA,106,Loss,Home,27,21,35,22,0,0,0,0,31,26,16,33,0,0,0,0
NO,111,MEM,104,Win,Home,34,25,24,28,0,0,0,0,18,26,37,23,0,0,0,0
PHI,116,MIL,94,Win,Home,37,24,23,32,0,0,0,0,29,26,25,14,0,0,0,0
HOU,116,GS,108,Win,Home,40,25,27,24,0,0,0,0,28,30,33,17,0,0,0,0
MIN,115,TOR,109,Win,Home,26,28,33,28,0,0,0,0,28,34,21,26,0,0,0,0
UTA,125,LAC,113,Win,Home,39,37,28,21,0,0,0,0,29,30,28,26,0,0,0,0
POR,117,DAL,108,Win,Home,33,29,29,26,0,0,0,0,20,25,34,29,0,0,0,0
BOS,95,ORL,103,Loss,Home,29,30,12,24,0,0,0,0,28,30,32,13,0,0,0,0
LAL,127,NY,107,Win,Home,30,37,30,30,0,0,0,0,29,34,26,18,0,0,0,0
DET,100,BKN,101,Loss,Home,20,28,20,32,0,0,0,0,30,23,24,24,0,0,0,0
SA,86,IND,94,Loss,Home,23,20,16,27,0,0,0,0,22,24,25,23,0,0,0,0
CHA,112,SAC,107,Win,Home,35,32,25,20,0,0,0,0,33,22,20,32,0,0,0,0
ATL,104,UTA,90,Win,Home,19,23,32,30,0,0,0,0,20,21,22,27,0,0,0,0
HOU,99,MIA,90,Win,Home,25,21,25,28,0,0,0,0,33,17,18,22,0,0,0,0
MEM,105,PHI,101,Win,Home,19,30,25,31,0,0,0,0,30,25,28,18,0,0,0,0
MIL,109,PHO,105,Win,Home,30,23,23,33,0,0,0,0,26,27,26,26,0,0,0,0
NO,132,CHI,128,Win,Home,25,29,27,33,8,10,0,0,21,27,33,33,8,6,0,0
DAL,98,WAS,75,Win,Home,22,31,18,27,0,0,0,0,22,15,17,21,0,0,0,0
DEN,104,POR,101,Win,Home,20,25,31,28,0,0,0,0,19,30,29,23,0,0,0,0
LAC,118,MIN,126,Loss,Home,26,31,33,28,0,0,0,0,30,31,31,34,0,0,0,0
ORL,99,SAC,105,Loss,Home,27,26,29,17,0,0,0,0,28,24,25,28,0,0,0,0
OKC,109,BKN,108,Win,Home,30,17,27,35,0,0,0,0,26,33,26,23,0,0,0,0
SA,114,CLE,102,Win,Home,25,38,26,25,0,0,0,0,29,26,26,21,0,0,0,0
GS,123,NY,112,Win,Home,21,37,37,28,0,0,0,0,31,29,26,26,0,0,0,0
LAL,108,BOS,107,Win,Home,15,30,31,32,0,0,0,0,21,32,21,33,0,0,0,0
CHA,96,NO,101,Loss,Home,21,32,20,23,0,0,0,0,32,24,20,25,0,0,0,0
DET,95,UTA,98,Loss,Home,24,25,15,25,6,0,0,0,24,19,22,24,9,0,0,0
IND,116,PHO,101,Win,Home,32,31,36,17,0,0,0,0,18,26,21,36,0,0,0,0
PHI,115,CHI,101,Win,Home,25,30,30,30,0,0,0,0,16,25,26,34,0,0,0,0
ATL,93,TOR,108,Loss,Home,16,24,25,28,0,0,0,0,28,30,27,23,0,0,0,0
DAL,97,HOU,104,Loss,Home,28,17,22,30,0,0,0,0,38,13,34,19,0,0,0,0
MEM,85,SA,108,Loss,Home,21,19,24,21,0,0,0,0,22,29,26,31,0,0,0,0
POR,123,MIN,114,Win,Home,25,29,43,26,0,0,0,0,29,25,30,30,0,0,0,0
LAC,102,BOS,113,Loss,Home,22,33,22,25,0,0,0,0,25,37,29,22,0,0,0,0
MIA,88,SAC,89,Loss,Home,17,30,25,16,0,0,0,0,19,28,24,18,0,0,0,0
OKC,121,WAS,112,Win,Home,25,29,28,39,0,0,0,0,20,20,34,38,0,0,0,0
DEN,130,NY,118,Win,Home,39,34,26,31,0,0,0,0,28,32,32,26,0,0,0,0
GS,126,MIN,113,Win,Home,38,36,32,20,0,0,0,0,29,33,31,20,0,0,0,0
CHA,121,ATL,110,Win,Home,30,31,29,31,0,0,0,0,26,26,34,24,0,0,0,0
CLE,115,IND,108,Win,Home,38,35,24,18,0,0,0,0,31,29,20,28,0,0,0,0
TOR,93,UTA,97,Loss,Home,24,24,21,24,0,0,0,0,30,15,30,22,0,0,0,0
CHI,103,LAL,108,Loss,Home,25,32,15,31,0,0,0,0,32,30,22,24,0,0,0,0
MEM,100,LAC,109,Loss,Home,20,30,26,24,0,0,0,0,24,34,25,26,0,0,0,0
MIL,116,BKN,91,Win,Home,33,25,23,35,0,0,0,0,15,20,37,19,0,0,0,0
NO,115,HOU,113,Win,Home,29,37,24,25,0,0,0,0,30,23,27,33,0,0,0,0
DAL,93,POR,107,Loss,Home,25,19,24,25,0,0,0,0,17,35,23,32,0,0,0,0
SA,78,PHI,97,Loss,Home,13,18,30,17,0,0,0,0,25,25,31,16,0,0,0,0
PHO,85,NY,107,Loss,Home,23,26,18,18,0,0,0,0,33,20,28,26,0,0,0,0
DET,108,OKC,121,Loss,Home,24,33,24,27,0,0,0,0,36,33,29,23,0,0,0,0
IND,114,ORL,112,Win,Home,22,31,31,30,0,0,0,0,32,38,22,20,0,0,0,0
ATL,104,WAS,129,Loss,Home,18,27,26,33,0,0,0,0,27,34,31,37,0,0,0,0
MIA,95,CHA,91,Win,Home,22,32,17,24,0,0,0,0,26,22,30,13,0,0,0,0
GS,109,BOS,105,Win,Home,27,23,30,29,0,0,0,0,37,17,19,32,0,0,0,0
DEN,91,DAL,89,Win,Home,30,20,16,25,0,0,0,0,26,16,32,15,0,0,0,0
MIN,111,BKN,97,Win,Home,30,24,24,33,0,0,0,0,11,31,23,32,0,0,0,0
CHI,96,MIL,110,Loss,Home,20,22,30,24,0,0,0,0,26,35,25,24,0,0,0,0
HOU,113,PHO,102,Win,Home,28,32,32,21,0,0,0,0,24,29,24,25,0,0,0,0
NO,103,LAC,112,Loss,Home,34,28,15,26,0,0,0,0,26,25,29,32,0,0,0,0
CLE,121,DET,104,Win,Home,33,25,32,31,0,0,0,0,28,33,26,17,0,0,0,0
OKC,122,PHI,112,Win,Home,31,26,35,30,0,0,0,0,29,29,25,29,0,0,0,0
TOR,123,LAL,111,Win,Home,28,31,32,32,0,0,0,0,21,28,28,34,0,0,0,0
SA,113,SAC,98,Win,Home,29,20,30,34,0,0,0,0,22,28,19,29,0,0,0,0
IND,105,CHA,96,Win,Home,23,29,29,24,0,0,0,0,23,28,27,18,0,0,0,0
ATL,105,MIN,100,Win,Home,27,28,21,29,0,0,0,0,32,26,21,21,0,0,0,0
MEM,120,PHO,109,Win,Home,22,42,26,30,0,0,0,0,26,21,27,35,0,0,0,0
MIL,107,PHI,95,Win,Home,28,27,28,24,0,0,0,0,30,23,22,20,0,0,0,0
DAL,88,MIA,95,Loss,Home,26,20,15,27,0,0,0,0,22,29,24,20,0,0,0,0
DEN,110,BOS,111,Loss,Home,21,24,37,28,0,0,0,0,32,24,24,31,0,0,0,0
WAS,102,OKC,96,Win,Home,30,23,22,27,0,0,0,0,25,29,22,20,0,0,0,0
NY,111,BKN,95,Win,Home,30,31,25,25,0,0,0,0,22,19,28,26,0,0,0,0
TOR,109,MIN,104,Win,Home,19,32,27,31,0,0,0,0,27,30,23,24,0,0,0,0
DET,125,CLE,114,Win,Home,33,26,30,36,0,0,0,0,27,36,21,30,0,0,0,0
HOU,114,ORL,107,Win,Home,27,27,36,24,0,0,0,0,30,25,33,19,0,0,0,0
NO,103,SAC,114,Loss,Home,29,33,23,18,0,0,0,0,25,36,29,24,0,0,0,0
SA,106,DEN,104,Win,Home,30,30,20,26,0,0,0,0,30,25,26,23,0,0,0,0
UTA,129,GS,99,Win,Home,35,34,34,26,0,0,0,0,30,26,29,14,0,0,0,0
LAC,96,POR,104,Loss,Home,27,24,16,29,0,0,0,0,30,26,30,18,0,0,0,0
IND,105,MEM,101,Win,Home,21,34,29,21,0,0,0,0,25,28,22,26,0,0,0,0
ORL,127,LAL,105,Win,Home,29,29,43,26,0,0,0,0,25,26,30,24,0,0,0,0
ATL,110,CHA,123,Loss,Home,28,24,32,26,0,0,0,0,35,29,33,26,0,0,0,0
BKN,116,PHI,108,Win,Home,30,34,27,25,0,0,0,0,34,31,23,20,0,0,0,0
CLE,91,MIA,89,Win,Home,27,21,24,19,0,0,0,0,21,29,22,17,0,0,0,0
BOS,103,NY,73,Win,Home,27,23,31,22,0,0,0,0,24,21,20,8,0,0,0,0
POR,124,CHI,108,Win,Home,43,24,35,22,0,0,0,0,19,25,31,33,0,0,0,0
PHO,102,DAL,88,Win,Home,36,21,24,21,0,0,0,0,17,29,15,27,0,0,0,0
DET,104,MEM,102,Win,Home,27,24,31,22,0,0,0,0,25,26,25,26,0,0,0,0
WAS,122,TOR,119,Win,Home,27,28,33,34,0,0,0,0,34,28,25,32,0,0,0,0
MIN,108,MIL,89,Win,Home,23,37,19,29,0,0,0,0,17,22,22,28,0,0,0,0
SA,91,HOU,102,Loss,Home,14,24,32,21,0,0,0,0,27,27,28,20,0,0,0,0
DEN,127,OKC,124,Win,Home,40,32,32,23,0,0,0,0,33,24,32,35,0,0,0,0
CHA,133,IND,126,Win,Home,49,22,25,37,0,0,0,0,37,20,34,35,0,0,0,0
BOS,119,ATL,110,Win,Home,26,27,41,25,0,0,0,0,32,23,20,35,0,0,0,0
BKN,99,LAL,102,Loss,Home,26,31,28,14,0,0,0,0,24,35,26,17,0,0,0,0
TOR,130,POR,105,Win,Home,37,37,27,29,0,0,0,0,18,34,28,25,0,0,0,0
MIL,92,NY,90,Win,Home,28,27,19,18,0,0,0,0,29,26,19,16,0,0,0,0
PHI,103,MIA,97,Win,Home,24,27,35,17,0,0,0,0,23,18,19,37,0,0,0,0
OKC,100,NO,114,Loss,Home,32,26,25,17,0,0,0,0,22,32,36,24,0,0,0,0
PHO,97,UTA,129,Loss,Home,23,17,33,24,0,0,0,0,28,34,32,35,0,0,0,0
SAC,104,GS,119,Loss,Home,27,25,23,29,0,0,0,0,29,29,26,35,0,0,0,0
LAC,113,CHI,103,Win,Home,22,35,30,26,0,0,0,0,17,35,29,22,0,0,0,0
DET,111,MIA,107,Win,Home,27,27,22,35,0,0,0,0,26,24,27,30,0,0,0,0
IND,100,PHI,92,Win,Home,33,29,14,24,0,0,0,0,27,30,18,17,0,0,0,0
ORL,98,WAS,115,Loss,Home,25,22,22,29,0,0,0,0,31,25,31,28,0,0,0,0
CLE,88,HOU,120,Loss,Home,20,19,30,19,0,0,0,0,32,33,32,23,0,0,0,0
DEN,115,GS,108,Win,Home,29,26,22,38,0,0,0,0,32,24,27,25,0,0,0,0
MIN,118,NO,107,Win,Home,37,29,29,23,0,0,0,0,29,24,28,26,0,0,0,0
SA,111,UTA,120,Loss,Home,24,25,29,33,0,0,0,0,33,28,26,33,0,0,0,0
SAC,99,DAL,106,Loss,Home,28,26,31,14,0,0,0,0,27,29,25,25,0,0,0,0
OKC,104,LAL,108,Loss,Home,22,27,30,25,0,0,0,0,25,26,31,26,0,0,0,0
PHO,110,CHA,115,Loss,Home,31,28,35,16,0,0,0,0,25,23,38,29,0,0,0,0
BOS,97,POR,96,Win,Home,19,19,31,28,0,0,0,0,26,28,19,23,0,0,0,0
BKN,94,MIL,109,Loss,Home,22,19,31,22,0,0,0,0,36,26,21,26,0,0,0,0
NY,96,ATL,99,Loss,Home,22,16,33,25,0,0,0,0,21,23,25,30,0,0,0,0
TOR,101,MEM,86,Win,Home,25,31,20,25,0,0,0,0,24,20,30,12,0,0,0,0
DET,111,POR,91,Win,Home,22,27,30,32,0,0,0,0,20,23,24,24,0,0,0,0
IND,102,WAS,111,Loss,Home,23,26,25,28,0,0,0,0,28,30,28,25,0,0,0,0
MIA,109,ORL,111,Loss,Home,35,25,27,22,0,0,0,0,26,33,34,18,0,0,0,0
NO,109,UTA,133,Loss,Home,23,41,22,23,0,0,0,0,34,36,29,34,0,0,0,0
DEN,121,CHA,104,Win,Home,36,27,34,24,0,0,0,0,25,37,22,20,0,0,0,0
SAC,104,CHI,98,Win,Home,9,32,36,27,0,0,0,0,28,27,24,19,0,0,0,0
LAC,104,DAL,101,Win,Home,32,26,20,26,0,0,0,0,28,27,27,19,0,0,0,0
ORL,116,CLE,98,Win,Home,31,20,41,24,0,0,0,0,43,24,22,9,0,0,0,0
ATL,108,MEM,82,Win,Home,22,29,28,29,0,0,0,0,15,20,19,28,0,0,0,0
BKN,113,HOU,123,Loss,Home,31,32,23,27,0,0,0,0,38,27,31,27,0,0,0,0
NY,89,MIL,103,Loss,Home,26,20,17,26,0,0,0,0,25,25,26,27,0,0,0,0
TOR,111,BOS,91,Win,Home,22,36,25,28,0,0,0,0,18,19,23,31,0,0,0,0
PHI,115,WAS,102,Win,Home,37,28,29,21,0,0,0,0,20,35,29,18,0,0,0,0
GS,105,OKC,125,Loss,Home,30,27,20,28,0,0,0,0,42,28,29,26,0,0,0,0
LAL,112,PHO,93,Win,Home,33,24,31,24,0,0,0,0,28,29,22,14,0,0,0,0
DET,115,BKN,106,Win,Home,26,27,26,36,0,0,0,0,21,29,23,33,0,0,0,0
MIA,101,HOU,109,Loss,Home,24,33,23,21,0,0,0,0,35,26,22,26,0,0,0,0
CLE,140,MIN,138,Win,Home,31,33,37,28,11,0,0,0,29,37,33,30,9,0,0,0
MEM,88,UTA,92,Loss,Home,16,23,24,25,0,0,0,0,21,23,24,24,0,0,0,0
PHO,81,SA,129,Loss,Home,9,22,19,31,0,0,0,0,28,41,28,32,0,0,0,0
ORL,100,ATL,98,Win,Home,26,13,30,31,0,0,0,0,23,16,31,28,0,0,0,0
TOR,113,NY,88,Win,Home,23,29,30,31,0,0,0,0,18,23,25,22,0,0,0,0
WAS,104,BOS,110,Loss,Home,27,24,19,28,6,0,0,0,26,23,26,23,12,0,0,0
POR,109,CHA,103,Win,Home,29,20,30,18,12,0,0,0,18,27,20,32,6,0,0,0
GS,121,DAL,103,Win,Home,23,37,33,28,0,0,0,0,33,27,25,18,0,0,0,0
LAL,106,OKC,81,Win,Home,30,22,31,23,0,0,0,0,27,19,20,15,0,0,0,0
DET,95,LAC,108,Loss,Home,30,26,24,15,0,0,0,0,31,21,25,31,0,0,0,0
